cliente_id,etapa
4686,assistiu_1a_aula
2097,visitou_site
3117,criou_conta
3191,renovou
3890,assinou_plano
5428,assistiu_1a_aula
1767,criou_conta
4715,visitou_site
4531,visitou_site
4786,assistiu_1a_aula
2944,assistiu_1a_aula
4835,assistiu_1a_aula
2921,criou_conta
3253,visitou_site
3853,assistiu_1a_aula
4917,assistiu_1a_aula
3242,criou_conta
2143,criou_conta
5321,criou_conta
3062,visitou_site
2138,visitou_site
3060,criou_conta
2079,visitou_site
3945,renovou
4008,assistiu_1a_aula
1356,visitou_site
5359,criou_conta
2765,visitou_site
5153,visitou_site
2224,visitou_site
3657,Assinou_Plano
5043,assistiu_1a_aula
2068,visitou_site
5294,visitou_site
1883,criou_conta
4970,visitou_site
4584,assistiu_1a_aula
2922,renovou
3370,criou_conta
5530,renovou
4823,renovou
2114,criou_conta
5026,assistiu_1a_aula
1181,criou_conta
3542,criou_conta
2238,assistiu_1a_aula
5947,assinou plano
4370,assistiu_1a_aula
1161,visitou_site
5596,criou_conta
5083,assistiu_1a_aula
4259,assistiu_1a_aula
4974,assistiu_1a_aula
2775,visitou_site
2272,visitou_site
1929,criou_conta
1303,criou_conta
1160,criou_conta
1239,criou_conta
2922,visitou_site
5392,renovou
2875,visitou_site
3948,visitou_site
1977,criou_conta
3905,criou_conta
3829,criou_conta
1048,criou_conta
1379,renovou
5365,criou_conta
4211,assistiu_1a_aula
4522,visitou_site
5589,visitou_site
2232,assistiu_1a_aula
3078,visitou_site
3351,assinou_plano
4727,assistiu_1a_aula
4414,criou_conta
1690,assistiu_1a_aula
5007,assistiu_1a_aula
2865,visitou_site
2159,visitou_site
1607,visitou_site
5922,visitou_site
1505,visitou_site
4451,visitou_site
2399,visitou_site
2038,criou_conta
1400,criou_conta
2986,assistiu_1a_aula
5958,renovou
2459,criou_conta
3182,criou_conta
5958,assistiu_1a_aula
2014,Assinou_Plano
2669,assistiu_1a_aula
1207,assinou_plano
5662,visitou_site
1991,assistiu_1a_aula
1000,visitou_site
2692,assinou_plano
1421,visitou_site
1200,assinou_plano
3043,assistiu_1a_aula
3115,assistiu_1a_aula
2046,assinou plano
4426,criou_conta
5250,criou_conta
4590,assistiu_1a_aula
5818,renovou
1585,criou_conta
3993,criou_conta
1548,assistiu_1a_aula
2495,assistiu_1a_aula
4291,visitou_site
2388,visitou_site
2434,visitou_site
2554,visitou_site
3290,assistiu_1a_aula
3959,visitou_site
1451,assistiu_1a_aula
5436,assistiu_1a_aula
1296,visitou_site
3451,assistiu_1a_aula
3396,assistiu_1a_aula
4598,visitou_site
2621,assistiu_1a_aula
5227,visitou_site
3413,visitou_site
1143,visitou_site
4217,renovou
4175,renovou
4947,assinou plano
1601,criou_conta
1448,criou_conta
1713,visitou_site
1267,criou_conta
5145,assistiu_1a_aula
1612,visitou_site
2489,renovou
1702,visitou_site
1593,renovou
3010,visitou_site
2840,assinou plano
4142,assistiu_1a_aula
3101,criou_conta
1445,visitou_site
4568,criou_conta
3389,assistiu_1a_aula
1742,visitou_site
4908,renovou
2973,visitou_site
2192,criou_conta
5789,assistiu_1a_aula
5644,visitou_site
5250,assistiu_1a_aula
3344,criou_conta
1822,criou_conta
1309,criou_conta
3247,visitou_site
2323,criou_conta
4898,visitou_site
4943,visitou_site
4245,assinou_plano
3532,assinou plano
5805,assistiu_1a_aula
2490,criou_conta
4832,criou_conta
3829,visitou_site
1171,visitou_site
4637,criou_conta
3694,criou_conta
1196,visitou_site
3480,visitou_site
3061,visitou_site
5582,assistiu_1a_aula
1210,criou_conta
3712,assistiu_1a_aula
1744,criou_conta
5240,visitou_site
4767,criou_conta
5805,renovou
4913,renovou
5307,criou_conta
5426,visitou_site
5339,assistiu_1a_aula
5663,renovou
3015,criou_conta
5597,criou_conta
3264,visitou_site
2494,visitou_site
1386,renovou
5789,renovou
2322,criou_conta
3112,visitou_site
2853,visitou_site
1670,visitou_site
1462,visitou_site
1610,criou_conta
1084,visitou_site
2725,visitou_site
3539,criou_conta
1106,visitou_site
2226,criou_conta
2307,visitou_site
2129,criou_conta
1844,criou_conta
2323,assistiu_1a_aula
2713,renovou
3489,visitou_site
2309,visitou_site
3715,renovou
4585,visitou_site
5966,visitou_site
3501,criou_conta
4941,assistiu_1a_aula
4993,visitou_site
5009,assistiu_1a_aula
3476,criou_conta
3825,Assinou_Plano
2221,visitou_site
1869,assistiu_1a_aula
1856,assistiu_1a_aula
1477,criou_conta
1254,criou_conta
3186,criou_conta
2548,criou_conta
2759,criou_conta
2319,criou_conta
3893,assistiu_1a_aula
4548,Assinou_Plano
1195,visitou_site
2170,visitou_site
5912,criou_conta
1908,visitou_site
5911,visitou_site
2375,criou_conta
2475,criou_conta
5610,visitou_site
5596,assistiu_1a_aula
4735,criou_conta
2787,visitou_site
3612,assistiu_1a_aula
1950,visitou_site
4247,criou_conta
3461,assistiu_1a_aula
5791,visitou_site
2764,renovou
2439,criou_conta
3151,criou_conta
1938,visitou_site
3146,visitou_site
2520,visitou_site
4035,visitou_site
4798,criou_conta
3560,assistiu_1a_aula
1612,renovou
2297,assinou plano
2482,criou_conta
5392,assinou_plano
5480,visitou_site
5156,Assinou_Plano
3626,assinou_plano
2823,assistiu_1a_aula
5196,assistiu_1a_aula
1194,criou_conta
2835,renovou
4923,visitou_site
5169,criou_conta
4928,renovou
3274,visitou_site
4099,visitou_site
1903,criou_conta
3706,criou_conta
4792,criou_conta
2178,visitou_site
4490,visitou_site
4465,assistiu_1a_aula
5745,visitou_site
4218,renovou
1980,visitou_site
2242,visitou_site
4314,Assinou_Plano
2274,visitou_site
1080,criou_conta
4878,assistiu_1a_aula
3541,visitou_site
2848,assistiu_1a_aula
1542,assistiu_1a_aula
4082,visitou_site
1816,visitou_site
4239,visitou_site
4132,visitou_site
1910,criou_conta
4926,visitou_site
5199,visitou_site
5784,visitou_site
5527,visitou_site
5500,criou_conta
2127,visitou_site
5321,renovou
4175,criou_conta
4124,criou_conta
4825,criou_conta
3495,renovou
2293,assistiu_1a_aula
3039,visitou_site
1451,assinou plano
3931,criou_conta
5601,criou_conta
2209,visitou_site
1425,renovou
1731,assistiu_1a_aula
4042,assistiu_1a_aula
4400,criou_conta
1619,criou_conta
3542,visitou_site
5665,assistiu_1a_aula
2376,assistiu_1a_aula
2251,visitou_site
4333,assistiu_1a_aula
2659,Assinou_Plano
3992,assistiu_1a_aula
3635,visitou_site
3850,criou_conta
1867,visitou_site
1381,assistiu_1a_aula
1892,visitou_site
4155,visitou_site
5684,assistiu_1a_aula
3551,renovou
5033,assistiu_1a_aula
1232,criou_conta
4758,assistiu_1a_aula
5583,renovou
2472,assinou plano
4088,visitou_site
4180,visitou_site
3047,visitou_site
1921,criou_conta
3504,visitou_site
2785,criou_conta
1708,visitou_site
4460,visitou_site
5178,criou_conta
3922,Assinou_Plano
4443,criou_conta
4052,criou_conta
4720,assistiu_1a_aula
1901,visitou_site
2277,visitou_site
5341,criou_conta
5780,assistiu_1a_aula
1092,criou_conta
5697,visitou_site
2895,visitou_site
2674,visitou_site
5829,visitou_site
3656,assistiu_1a_aula
1782,criou_conta
4574,assistiu_1a_aula
3734,assistiu_1a_aula
5766,criou_conta
4028,criou_conta
2451,criou_conta
1284,visitou_site
5581,criou_conta
3981,assistiu_1a_aula
3290,visitou_site
5530,criou_conta
4709,assistiu_1a_aula
5629,assistiu_1a_aula
2922,assinou plano
5146,criou_conta
2835,visitou_site
2285,criou_conta
5010,visitou_site
2753,criou_conta
2265,criou_conta
2722,visitou_site
1511,criou_conta
3211,criou_conta
4948,assistiu_1a_aula
3364,renovou
3967,visitou_site
5218,criou_conta
2940,visitou_site
5835,visitou_site
4872,visitou_site
3240,assistiu_1a_aula
1340,assistiu_1a_aula
3231,visitou_site
2856,assistiu_1a_aula
3216,assistiu_1a_aula
5158,assinou plano
1083,renovou
1405,assistiu_1a_aula
2112,visitou_site
3038,visitou_site
4087,visitou_site
4647,visitou_site
4924,assinou_plano
3657,renovou
1156,visitou_site
1634,criou_conta
1383,criou_conta
1640,assistiu_1a_aula
4754,assistiu_1a_aula
4849,visitou_site
2800,visitou_site
2086,assistiu_1a_aula
2846,assinou_plano
5373,criou_conta
5053,assistiu_1a_aula
3193,criou_conta
3442,visitou_site
2082,criou_conta
1795,criou_conta
1197,assinou_plano
4073,assistiu_1a_aula
4380,visitou_site
4794,visitou_site
5181,visitou_site
3059,criou_conta
5119,visitou_site
3358,criou_conta
1906,visitou_site
4249,visitou_site
4505,renovou
3653,criou_conta
1549,criou_conta
3678,renovou
2025,criou_conta
5267,visitou_site
4750,visitou_site
2827,visitou_site
3965,visitou_site
2216,visitou_site
3483,criou_conta
3754,visitou_site
3318,visitou_site
2969,renovou
4326,criou_conta
1805,visitou_site
2982,criou_conta
2036,visitou_site
2544,visitou_site
2046,criou_conta
3652,criou_conta
5264,renovou
4763,visitou_site
4347,visitou_site
5066,visitou_site
3293,visitou_site
5091,visitou_site
1724,assinou plano
4788,visitou_site
3238,visitou_site
3953,assistiu_1a_aula
3279,renovou
2316,visitou_site
2704,assistiu_1a_aula
3405,criou_conta
5299,visitou_site
3840,criou_conta
3585,criou_conta
1350,visitou_site
3302,assistiu_1a_aula
5802,visitou_site
5100,assistiu_1a_aula
1046,Assinou_Plano
1222,renovou
5350,assistiu_1a_aula
1860,criou_conta
1418,visitou_site
1069,assinou plano
1032,assistiu_1a_aula
1911,visitou_site
4633,Assinou_Plano
1722,criou_conta
1601,visitou_site
3262,visitou_site
1753,criou_conta
5625,visitou_site
4368,visitou_site
1971,visitou_site
5753,criou_conta
1765,visitou_site
1198,assistiu_1a_aula
4834,visitou_site
1322,visitou_site
1316,renovou
4356,criou_conta
5130,visitou_site
2917,visitou_site
3947,criou_conta
3275,assinou plano
4400,visitou_site
4273,Assinou_Plano
5036,assistiu_1a_aula
1930,visitou_site
3073,criou_conta
3891,renovou
1393,assistiu_1a_aula
5206,visitou_site
1369,assistiu_1a_aula
2827,Assinou_Plano
4266,visitou_site
4525,criou_conta
4589,visitou_site
2123,criou_conta
4179,assistiu_1a_aula
1681,criou_conta
1787,criou_conta
2345,criou_conta
1605,visitou_site
3254,criou_conta
3261,criou_conta
2078,assistiu_1a_aula
3797,criou_conta
1058,criou_conta
4044,criou_conta
5434,criou_conta
1500,visitou_site
4605,renovou
2675,assistiu_1a_aula
5459,criou_conta
5858,visitou_site
2472,visitou_site
1725,visitou_site
1250,assistiu_1a_aula
1314,visitou_site
2259,renovou
3344,assistiu_1a_aula
4071,visitou_site
4922,visitou_site
2882,assistiu_1a_aula
5944,visitou_site
2200,assistiu_1a_aula
2043,assistiu_1a_aula
4706,visitou_site
4863,criou_conta
5341,assistiu_1a_aula
5406,criou_conta
4435,criou_conta
3870,criou_conta
1533,visitou_site
5554,criou_conta
5209,visitou_site
1210,assinou_plano
3357,visitou_site
1366,visitou_site
3654,assistiu_1a_aula
5719,criou_conta
3212,criou_conta
2562,criou_conta
4702,assistiu_1a_aula
3249,renovou
1739,visitou_site
4007,assistiu_1a_aula
2950,renovou
4219,visitou_site
4023,criou_conta
5235,visitou_site
1199,visitou_site
2529,criou_conta
4326,visitou_site
5662,criou_conta
5119,renovou
2448,visitou_site
3815,assistiu_1a_aula
2477,visitou_site
2776,assistiu_1a_aula
1985,visitou_site
3904,visitou_site
2624,criou_conta
1702,renovou
2781,criou_conta
2493,visitou_site
1970,criou_conta
1561,assistiu_1a_aula
3708,criou_conta
2657,criou_conta
5540,visitou_site
4247,assistiu_1a_aula
4031,assistiu_1a_aula
5138,visitou_site
3046,assistiu_1a_aula
3620,assistiu_1a_aula
2155,visitou_site
2542,assinou plano
3017,visitou_site
2192,visitou_site
2056,criou_conta
2100,criou_conta
5927,renovou
2278,assistiu_1a_aula
2209,assistiu_1a_aula
5794,criou_conta
3655,criou_conta
4871,criou_conta
3576,assistiu_1a_aula
4497,visitou_site
4720,visitou_site
5028,criou_conta
4204,assistiu_1a_aula
2024,criou_conta
3058,assistiu_1a_aula
1047,criou_conta
3864,criou_conta
5943,criou_conta
5765,criou_conta
4175,assistiu_1a_aula
3778,visitou_site
2850,visitou_site
3463,visitou_site
2069,criou_conta
2776,criou_conta
3511,assistiu_1a_aula
2919,criou_conta
3042,criou_conta
1859,assistiu_1a_aula
1507,visitou_site
3086,criou_conta
5048,criou_conta
3512,renovou
3651,visitou_site
1662,assistiu_1a_aula
5207,assinou plano
4708,criou_conta
4671,visitou_site
2861,assistiu_1a_aula
1978,assinou_plano
2330,visitou_site
3382,assistiu_1a_aula
3202,visitou_site
4734,visitou_site
2961,visitou_site
1831,visitou_site
1226,assistiu_1a_aula
5847,criou_conta
4236,visitou_site
5961,criou_conta
3031,visitou_site
1085,assistiu_1a_aula
4468,visitou_site
5033,criou_conta
3546,renovou
5286,assistiu_1a_aula
2799,Assinou_Plano
3656,visitou_site
1076,assistiu_1a_aula
1909,visitou_site
3198,criou_conta
5528,criou_conta
3629,visitou_site
1730,assistiu_1a_aula
3990,visitou_site
2128,renovou
5573,assistiu_1a_aula
4895,visitou_site
4764,visitou_site
1123,assistiu_1a_aula
2508,visitou_site
4730,Assinou_Plano
3166,renovou
4439,assistiu_1a_aula
3108,assistiu_1a_aula
2691,criou_conta
1819,visitou_site
5814,visitou_site
2061,criou_conta
4761,visitou_site
1641,assistiu_1a_aula
2979,visitou_site
5784,criou_conta
3851,renovou
3372,criou_conta
1794,visitou_site
4430,visitou_site
3359,assinou plano
5635,visitou_site
1756,assistiu_1a_aula
4537,visitou_site
4757,Assinou_Plano
2069,assistiu_1a_aula
4591,criou_conta
2256,assinou plano
4702,criou_conta
1012,visitou_site
1518,criou_conta
2559,assistiu_1a_aula
1519,Assinou_Plano
2003,visitou_site
5620,assistiu_1a_aula
5771,renovou
2307,criou_conta
5045,visitou_site
1252,assistiu_1a_aula
1217,assistiu_1a_aula
1428,assistiu_1a_aula
4358,criou_conta
1682,criou_conta
2991,visitou_site
3679,visitou_site
1069,assistiu_1a_aula
3612,visitou_site
2943,assistiu_1a_aula
3838,assistiu_1a_aula
2504,criou_conta
5434,visitou_site
5726,assistiu_1a_aula
2578,assistiu_1a_aula
1660,visitou_site
2772,visitou_site
1583,criou_conta
2504,visitou_site
2196,assistiu_1a_aula
3080,criou_conta
4569,criou_conta
2545,assistiu_1a_aula
2733,visitou_site
1310,criou_conta
5351,assistiu_1a_aula
2010,visitou_site
2713,assistiu_1a_aula
2969,assistiu_1a_aula
5142,criou_conta
5737,assistiu_1a_aula
3116,assistiu_1a_aula
3208,visitou_site
5348,assinou plano
2616,Assinou_Plano
3699,criou_conta
4863,renovou
5322,renovou
5505,visitou_site
3839,criou_conta
4622,assinou plano
4544,renovou
4140,visitou_site
4784,assistiu_1a_aula
3684,criou_conta
4952,visitou_site
1543,criou_conta
2895,assistiu_1a_aula
5002,visitou_site
1333,visitou_site
1048,visitou_site
5685,visitou_site
2479,visitou_site
2716,criou_conta
5767,criou_conta
5432,assistiu_1a_aula
1190,assistiu_1a_aula
5298,visitou_site
4210,criou_conta
3408,criou_conta
3953,renovou
3780,criou_conta
4452,criou_conta
5526,visitou_site
1891,visitou_site
2907,Assinou_Plano
2162,visitou_site
2125,visitou_site
1823,criou_conta
2191,Assinou_Plano
5918,Assinou_Plano
5650,criou_conta
2977,visitou_site
2740,criou_conta
4147,visitou_site
5006,assistiu_1a_aula
5641,assistiu_1a_aula
5231,visitou_site
5159,assistiu_1a_aula
2737,visitou_site
5854,criou_conta
5550,visitou_site
2728,visitou_site
1140,visitou_site
4542,assistiu_1a_aula
1881,criou_conta
1222,assistiu_1a_aula
2630,visitou_site
3968,visitou_site
1869,criou_conta
3682,Assinou_Plano
5232,assistiu_1a_aula
1846,visitou_site
3880,assinou plano
3618,visitou_site
5010,assistiu_1a_aula
5637,criou_conta
1762,assistiu_1a_aula
5775,visitou_site
2314,criou_conta
1465,assinou plano
5846,criou_conta
1876,assinou plano
4971,visitou_site
2219,assistiu_1a_aula
3257,assistiu_1a_aula
4418,assistiu_1a_aula
2677,visitou_site
4111,visitou_site
5396,visitou_site
2675,criou_conta
1082,visitou_site
2930,assistiu_1a_aula
3776,visitou_site
5096,criou_conta
4061,assistiu_1a_aula
4850,visitou_site
1916,visitou_site
5957,criou_conta
4793,visitou_site
2489,assinou_plano
4656,criou_conta
1940,visitou_site
4829,criou_conta
4013,assistiu_1a_aula
4697,assinou_plano
1275,criou_conta
4594,renovou
2078,visitou_site
1312,renovou
1189,criou_conta
5630,criou_conta
1475,criou_conta
4593,visitou_site
3180,assistiu_1a_aula
5888,visitou_site
1465,renovou
5790,visitou_site
1730,assinou_plano
3920,criou_conta
3674,visitou_site
1930,criou_conta
4588,assinou plano
4606,visitou_site
4420,Assinou_Plano
3424,assistiu_1a_aula
1448,visitou_site
4000,assinou plano
5347,assistiu_1a_aula
2345,visitou_site
2612,assistiu_1a_aula
2227,visitou_site
5522,Assinou_Plano
5275,criou_conta
3923,criou_conta
2491,Assinou_Plano
2513,assistiu_1a_aula
5811,visitou_site
3792,assistiu_1a_aula
3775,assistiu_1a_aula
3590,assinou_plano
1363,assistiu_1a_aula
2871,visitou_site
5433,criou_conta
4223,visitou_site
3154,visitou_site
2414,visitou_site
1675,criou_conta
5663,assistiu_1a_aula
3952,visitou_site
3258,visitou_site
2160,visitou_site
5520,assistiu_1a_aula
3332,assinou_plano
3557,assistiu_1a_aula
1998,visitou_site
2311,renovou
2531,visitou_site
2279,visitou_site
2445,criou_conta
1387,visitou_site
5478,visitou_site
5072,visitou_site
1682,visitou_site
3893,visitou_site
5723,visitou_site
3464,visitou_site
4168,criou_conta
5467,visitou_site
2051,visitou_site
2332,criou_conta
5512,visitou_site
5234,visitou_site
1393,assinou plano
4886,visitou_site
5309,visitou_site
2195,visitou_site
1548,visitou_site
3890,criou_conta
4229,criou_conta
5141,visitou_site
1208,visitou_site
1174,visitou_site
2489,visitou_site
5740,visitou_site
3026,visitou_site
1628,assistiu_1a_aula
1198,criou_conta
2990,criou_conta
1942,assistiu_1a_aula
2525,visitou_site
2106,assinou plano
5264,assistiu_1a_aula
5946,visitou_site
1482,visitou_site
4880,criou_conta
1875,visitou_site
5910,visitou_site
2187,visitou_site
5400,assinou_plano
2280,assinou_plano
3679,assistiu_1a_aula
2806,criou_conta
1144,visitou_site
2218,visitou_site
4429,visitou_site
5053,assinou plano
3216,criou_conta
2443,criou_conta
2695,visitou_site
1075,visitou_site
2537,criou_conta
4687,visitou_site
5067,criou_conta
1858,renovou
5054,assistiu_1a_aula
3004,criou_conta
4705,assistiu_1a_aula
3023,criou_conta
5430,criou_conta
4190,criou_conta
4768,criou_conta
2360,visitou_site
4086,Assinou_Plano
2223,criou_conta
4606,assistiu_1a_aula
2576,criou_conta
5235,Assinou_Plano
1217,criou_conta
2767,visitou_site
4763,criou_conta
1428,criou_conta
1138,assistiu_1a_aula
4595,visitou_site
2832,visitou_site
2680,visitou_site
5047,criou_conta
1707,criou_conta
3048,criou_conta
2291,criou_conta
3106,assistiu_1a_aula
5041,visitou_site
2278,visitou_site
2095,criou_conta
2515,visitou_site
4125,assinou plano
4975,criou_conta
1530,criou_conta
2984,visitou_site
3894,assistiu_1a_aula
5433,assistiu_1a_aula
3932,visitou_site
5924,visitou_site
3926,criou_conta
1978,visitou_site
5008,visitou_site
2571,assistiu_1a_aula
4913,criou_conta
1027,visitou_site
4109,visitou_site
4459,assistiu_1a_aula
5358,Assinou_Plano
1583,renovou
1076,criou_conta
4201,visitou_site
1514,visitou_site
1230,renovou
2433,visitou_site
3071,criou_conta
5844,visitou_site
2019,assistiu_1a_aula
3416,assinou_plano
5894,visitou_site
5083,visitou_site
2354,criou_conta
3757,visitou_site
1577,renovou
5790,criou_conta
4267,criou_conta
1734,visitou_site
4210,visitou_site
4796,assinou plano
1496,criou_conta
5878,assistiu_1a_aula
2343,criou_conta
2748,visitou_site
4018,criou_conta
4812,renovou
4303,criou_conta
5793,visitou_site
4507,criou_conta
2983,assistiu_1a_aula
3485,assistiu_1a_aula
3559,visitou_site
2805,criou_conta
3082,visitou_site
5110,visitou_site
4797,visitou_site
3248,visitou_site
5878,criou_conta
4638,Assinou_Plano
1818,Assinou_Plano
3287,assinou plano
3580,criou_conta
2907,assistiu_1a_aula
3043,assinou plano
1121,assistiu_1a_aula
1171,assistiu_1a_aula
4736,visitou_site
2464,visitou_site
1949,visitou_site
4306,criou_conta
3657,visitou_site
1406,assistiu_1a_aula
1193,visitou_site
2449,visitou_site
5032,assistiu_1a_aula
2590,assinou_plano
1546,visitou_site
1228,criou_conta
4866,visitou_site
2729,visitou_site
5788,visitou_site
4349,criou_conta
4977,criou_conta
2789,criou_conta
1884,visitou_site
3877,criou_conta
4974,criou_conta
1847,visitou_site
3761,assistiu_1a_aula
3772,visitou_site
3137,visitou_site
2952,criou_conta
4353,criou_conta
4586,criou_conta
3837,visitou_site
4360,criou_conta
1731,Assinou_Plano
4375,visitou_site
4814,criou_conta
2799,criou_conta
4576,assinou plano
1406,visitou_site
1499,assistiu_1a_aula
3081,visitou_site
2471,visitou_site
2348,criou_conta
2366,assistiu_1a_aula
1370,assistiu_1a_aula
3143,visitou_site
4009,visitou_site
4362,visitou_site
2040,assistiu_1a_aula
4131,visitou_site
4953,assinou plano
2132,visitou_site
1028,assinou_plano
2184,visitou_site
2658,visitou_site
4780,visitou_site
4469,assistiu_1a_aula
3093,assinou plano
5809,assistiu_1a_aula
1320,visitou_site
2260,criou_conta
1223,visitou_site
4515,criou_conta
2506,visitou_site
1186,criou_conta
4455,assinou_plano
2063,assistiu_1a_aula
3156,renovou
1177,assistiu_1a_aula
1203,criou_conta
3840,visitou_site
3045,visitou_site
1072,visitou_site
1175,assistiu_1a_aula
4607,visitou_site
3388,criou_conta
3984,criou_conta
2506,assistiu_1a_aula
3117,visitou_site
5317,criou_conta
2255,visitou_site
3059,assistiu_1a_aula
2650,assinou plano
4013,criou_conta
2519,visitou_site
2323,visitou_site
4337,visitou_site
3473,criou_conta
3585,assinou plano
2936,visitou_site
1861,visitou_site
5171,assistiu_1a_aula
4816,assinou plano
2171,criou_conta
2389,Assinou_Plano
1371,criou_conta
4272,visitou_site
2096,criou_conta
3422,visitou_site
2795,criou_conta
3930,visitou_site
4742,visitou_site
5546,visitou_site
1103,visitou_site
2152,visitou_site
2030,assinou plano
4073,criou_conta
2015,criou_conta
1698,assistiu_1a_aula
4548,assistiu_1a_aula
3644,criou_conta
3146,criou_conta
1487,assistiu_1a_aula
2595,visitou_site
4567,visitou_site
2584,visitou_site
5537,visitou_site
2135,Assinou_Plano
2639,visitou_site
4800,visitou_site
4178,visitou_site
3184,assinou plano
4903,renovou
2826,visitou_site
3709,visitou_site
4002,criou_conta
5567,visitou_site
1491,visitou_site
3913,assistiu_1a_aula
5325,Assinou_Plano
4287,assistiu_1a_aula
3435,visitou_site
2475,renovou
5147,visitou_site
2187,criou_conta
2766,visitou_site
4946,assinou plano
2651,criou_conta
5063,criou_conta
1848,assistiu_1a_aula
4490,criou_conta
4267,visitou_site
3391,visitou_site
1617,assistiu_1a_aula
5112,visitou_site
4222,renovou
2794,visitou_site
5641,criou_conta
5148,visitou_site
3032,renovou
3518,visitou_site
3707,visitou_site
1208,assistiu_1a_aula
3956,visitou_site
2485,criou_conta
1410,visitou_site
2736,visitou_site
3312,visitou_site
3986,visitou_site
3897,assistiu_1a_aula
5568,criou_conta
2566,visitou_site
3374,criou_conta
1657,assistiu_1a_aula
3311,assistiu_1a_aula
1649,visitou_site
3353,visitou_site
4699,visitou_site
5265,criou_conta
1444,visitou_site
3894,criou_conta
4957,criou_conta
3217,visitou_site
5352,visitou_site
1040,criou_conta
4031,criou_conta
5452,visitou_site
3020,assistiu_1a_aula
5469,visitou_site
1455,criou_conta
2912,renovou
5805,criou_conta
3096,visitou_site
5650,visitou_site
4824,visitou_site
4810,Assinou_Plano
5521,assistiu_1a_aula
4370,visitou_site
1441,assistiu_1a_aula
3681,assinou plano
2040,criou_conta
3916,assinou plano
5871,criou_conta
5291,visitou_site
2098,criou_conta
5816,criou_conta
5092,visitou_site
4437,assistiu_1a_aula
5097,visitou_site
1553,renovou
4933,criou_conta
5673,criou_conta
3661,criou_conta
3184,renovou
4432,visitou_site
4177,visitou_site
3654,criou_conta
4549,visitou_site
2281,criou_conta
3138,criou_conta
1307,assistiu_1a_aula
4131,assistiu_1a_aula
5462,visitou_site
5640,criou_conta
4688,criou_conta
2038,visitou_site
5824,visitou_site
3916,visitou_site
3814,visitou_site
5075,renovou
1200,criou_conta
3697,visitou_site
5960,Assinou_Plano
3052,visitou_site
2119,visitou_site
1461,assistiu_1a_aula
1572,visitou_site
1868,criou_conta
3115,criou_conta
4913,assistiu_1a_aula
5578,criou_conta
2111,assistiu_1a_aula
5053,criou_conta
5266,assistiu_1a_aula
5543,criou_conta
5487,visitou_site
4824,criou_conta
2030,criou_conta
4435,assistiu_1a_aula
1665,Assinou_Plano
1701,visitou_site
1490,assistiu_1a_aula
5770,assistiu_1a_aula
1090,visitou_site
4889,assistiu_1a_aula
5562,criou_conta
5486,visitou_site
1090,criou_conta
3587,visitou_site
1666,assistiu_1a_aula
3968,criou_conta
4700,criou_conta
4882,criou_conta
4156,visitou_site
5053,renovou
4279,assistiu_1a_aula
2801,visitou_site
4660,visitou_site
1043,assinou_plano
1046,assistiu_1a_aula
3569,assistiu_1a_aula
1343,visitou_site
1893,visitou_site
5379,criou_conta
4334,assinou_plano
3691,renovou
4129,assinou plano
5707,visitou_site
